Epoch	AverageEp_ret	StdEp_ret	MaxEp_ret	MinEp_ret	AverageEp_fairness	StdEp_fairness	MaxEp_fairness	MinEp_fairness	Ep_tx	EP_new	Ep_waiting	Ep_capacity	Ep_rbgused	Ep_bler	Ep_interf	LossPi	LossV	DeltaLossPi	DeltaLossV	AverageVVAL	StdVVAL	MaxVVAL	MinVVAL	Ep_rbginterf
33	24.66927	0.0	24.66927	24.66927	0.0	0.0	0.0	0.0	1294148.9	6398663.0	5104514.5	0.0	1772.0	0.0	9.347809	8.583069e-08	0.3994834	-0.020652441	-0.25360036	46.873028	4.9148935e-06	46.87303	46.873005	9.581266
34	24.664196	0.0	24.664196	24.664196	0.0	0.0	0.0	0.0	1294012.9	6398663.0	5104650.5	0.0	1772.0	0.0	9.475647	6.794929e-07	0.32303807	-0.03522465	-0.21205977	47.184933	1.2325664e-05	47.18492	47.1849	9.700867
35	24.881634	0.0	24.881634	24.881634	0.0	0.0	0.0	0.0	1305468.9	6398663.0	5093194.5	0.0	1772.0	0.0	9.558958	-3.7908555e-07	0.385112	-0.010835414	-0.2645161	47.476418	9.359623e-06	47.47641	47.476383	9.781557
36	25.001534	0.0	25.001534	25.001534	0.0	0.0	0.0	0.0	1311700.9	6398663.0	5086962.5	0.0	1772.0	0.0	9.49899	-2.5749208e-07	0.3635472	0.0013139916	-0.26402476	47.806465	3.9643496e-06	47.806465	47.80644	9.72159
37	25.026758	0.0	25.026758	25.026758	0.0	0.0	0.0	0.0	1313044.9	6398663.0	5085618.5	0.0	1772.0	0.0	9.483953	-2.3841857e-09	0.256474	0.010742038	-0.1886765	48.143692	4.6407795e-06	48.143696	48.143673	9.699309
38	24.97567	0.0	24.97567	24.97567	0.0	0.0	0.0	0.0	1310524.9	6398663.0	5088138.5	0.0	1772.0	0.0	9.59348	-3.7908555e-07	0.1872848	-0.011994061	-0.1415703	48.435543	3.2815267e-06	48.435543	48.43552	9.8295145
39	25.044113	0.0	25.044113	25.044113	0.0	0.0	0.0	0.0	1313836.9	6398663.0	5084826.5	0.0	1772.0	0.0	9.611737	1.1920929e-07	0.15111884	-0.036351267	-0.1161824	48.69287	4.349424e-06	48.692875	48.692852	9.831709
40	25.016285	0.0	25.016285	25.016285	0.0	0.0	0.0	0.0	1313204.9	6398663.0	5085458.5	0.0	1772.0	0.0	9.46204	-4.1484833e-07	0.13980557	-0.03717336	-0.11043621	48.93012	3.236878e-06	48.93012	48.930096	9.683823
41	25.107225	0.0	25.107225	25.107225	0.0	0.0	0.0	0.0	1317300.9	6398663.0	5081362.5	0.0	1772.0	0.0	9.421351	2.9802322e-07	0.107638605	-0.027119432	-0.08631781	49.16535	4.973757e-06	49.165348	49.16533	9.644934
42	25.13778	0.0	25.13778	25.13778	0.0	0.0	0.0	0.0	1318924.9	6398663.0	5079738.5	0.0	1772.0	0.0	9.463897	-1.4305115e-07	0.076809675	-0.015234134	-0.06310286	49.377636	1.5143916e-05	49.37765	49.37763	9.687479
43	25.122026	0.0	25.122026	25.122026	0.0	0.0	0.0	0.0	1318164.9	6398663.0	5080498.5	0.0	1772.0	0.0	9.588489	1.9073487e-07	0.06182882	-0.05994834	-0.054224584	49.562588	4.6407795e-06	49.56259	49.56257	9.824216
44	25.22176	0.0	25.22176	25.22176	0.0	0.0	0.0	0.0	1323380.9	6398663.0	5075282.5	0.0	1772.0	0.0	9.849392	-6.890297e-07	0.05927106	0.014804107	-0.04828225	49.736797	3.658929e-06	49.7368	49.73678	10.081789
45	25.339249	0.0	25.339249	25.339249	0.0	0.0	0.0	0.0	1329252.9	6398663.0	5069410.5	0.0	1772.0	0.0	9.990958	-1.2159347e-07	0.063104205	-0.021064024	-0.05276494	49.904083	8.682104e-06	49.90408	49.904053	10.221555
46	25.33535	0.0	25.33535	25.33535	0.0	0.0	0.0	0.0	1329092.9	6398663.0	5069570.5	0.0	1772.0	0.0	10.152809	3.695488e-07	0.05447596	0.0304334	-0.046212003	50.0817	7.648444e-06	50.081707	50.081684	10.383407
47	25.703074	0.0	25.703074	25.703074	0.0	0.0	0.0	0.0	1346254.1	6398663.0	5052409.0	0.0	1770.0	0.0	10.445918	-1.14440915e-07	0.119314425	0.01452186	-0.103503	50.251114	4.1085545e-06	50.251118	50.251102	10.687306
48	26.023663	0.0	26.023663	26.023663	0.0	0.0	0.0	0.0	1362886.1	6398663.0	5035777.0	0.0	1770.0	0.0	10.722271	4.7683717e-08	0.16719602	0.020062566	-0.1366521	50.50743	4.6407795e-06	50.507435	50.507412	10.956231
49	26.141603	0.0	26.141603	26.141603	0.0	0.0	0.0	0.0	1369078.1	6398663.0	5029585.0	0.0	1770.0	0.0	10.913494	-3.6239624e-07	0.1453373	0.0052056503	-0.119666725	50.807728	5.7347474e-06	50.80774	50.807716	11.147455
50	26.432224	0.0	26.432224	26.432224	0.0	0.0	0.0	0.0	1384702.1	6398663.0	5013961.0	0.0	1770.0	0.0	11.180683	-1.8596648e-07	0.22280882	-0.006004837	-0.18596627	51.093918	2.7508172e-06	51.093925	51.093903	11.430234
51	26.523336	0.0	26.523336	26.523336	0.0	0.0	0.0	0.0	1389790.1	6398663.0	5008873.0	0.0	1770.0	0.0	11.294632	2.7418136e-07	0.21208137	0.0100846775	-0.18183742	51.455074	2.6973983e-06	51.455074	51.455055	11.577724
52	26.591423	0.0	26.591423	26.591423	0.0	0.0	0.0	0.0	1393286.1	6398663.0	5005377.0	0.0	1770.0	0.0	11.432205	1.7166138e-07	0.17591293	0.017309038	-0.15527168	51.818424	4.2134707e-06	51.81843	51.818413	11.715298
53	26.479326	0.0	26.479326	26.479326	0.0	0.0	0.0	0.0	1387198.1	6398663.0	5011465.0	0.0	1770.0	0.0	11.451315	8.34465e-08	0.06325404	0.018479062	-0.055118848	52.15928	4.1085545e-06	52.159283	52.159267	11.734408
54	26.267654	0.0	26.267654	26.267654	0.0	0.0	0.0	0.0	1376014.1	6398663.0	5022649.0	0.0	1770.0	0.0	11.178161	7.7486035e-08	0.00940494	-0.050586287	-0.0075104022	52.36625	3.236878e-06	52.36625	52.366226	11.443283
55	26.470074	0.0	26.470074	26.470074	0.0	0.0	0.0	0.0	1386078.1	6398663.0	5012585.0	0.0	1770.0	0.0	11.100043	-4.506111e-07	0.022821523	0.023648318	-0.019906033	52.44418	4.6407795e-06	52.444176	52.44416	11.342282
56	26.584513	0.0	26.584513	26.584513	0.0	0.0	0.0	0.0	1391982.1	6398663.0	5006681.0	0.0	1770.0	0.0	11.010708	2.193451e-07	0.029181128	0.0036335445	-0.025906533	52.571056	4.973757e-06	52.571053	52.571033	11.269713
57	26.836739	0.0	26.836739	26.836739	0.0	0.0	0.0	0.0	1405254.1	6398663.0	4993409.0	0.0	1770.0	0.0	11.105327	-1.0251999e-07	0.07084717	0.0049227783	-0.06373889	52.718	8.946258e-06	52.71801	52.717987	11.364331
58	27.186623	0.0	27.186623	27.186623	0.0	0.0	0.0	0.0	1423606.1	6398663.0	4975057.0	0.0	1770.0	0.0	11.242277	4.959106e-07	0.13875785	-0.0073712897	-0.123111814	52.951134	3.236878e-06	52.951134	52.95111	11.483926
59	27.317215	0.0	27.317215	27.317215	0.0	0.0	0.0	0.0	1430758.1	6398663.0	4967905.0	0.0	1770.0	0.0	11.061256	-1.4066696e-07	0.14367115	-0.0069943597	-0.13029587	53.279083	1.002039e-05	53.279076	53.279053	11.323524
60	27.389072	0.0	27.389072	27.389072	0.0	0.0	0.0	0.0	1434470.1	6398663.0	4964193.0	0.0	1770.0	0.0	10.853478	-7.152557e-09	0.10155633	0.009924069	-0.09068451	53.62046	8.444193e-06	53.620453	53.620434	11.1157465
61	27.129599	0.0	27.129599	27.129599	0.0	0.0	0.0	0.0	1420566.1	6398663.0	4978097.0	0.0	1770.0	0.0	10.678336	3.9339065e-07	0.006373235	-0.039243072	-0.0053205173	53.90836	7.686402e-06	53.908367	53.908344	10.937634
62	27.156025	0.0	27.156025	27.156025	0.0	0.0	0.0	0.0	1421974.1	6398663.0	4976689.0	0.0	1770.0	0.0	10.778143	-3.1232832e-07	0.004693445	-0.059918903	-0.0038300788	53.97917	3.236878e-06	53.97917	53.97915	11.037442
